county,ward,office,district,total.votes,party,candidate,votes
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10",State Assembly,60,70,DEM,Rick Aaron,43
Ozaukee,Town Of Cedarburg Wards 3 & 4,State Assembly,60,87,DEM,Rick Aaron,64
Ozaukee,Town Of Cedarburg Wards 5 & 6,State Assembly,60,88,DEM,Rick Aaron,65
Ozaukee,Town Of Cedarburg Wards 7 - 9,State Assembly,60,84,DEM,Rick Aaron,50
Ozaukee,"Town Of Grafton Wards 1, 2 & 6",State Assembly,60,115,DEM,Rick Aaron,74
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,State Assembly,60,141,DEM,Rick Aaron,78
Ozaukee,Town Of Port Washington Wards 1 & 2,State Assembly,60,99,DEM,Rick Aaron,58
Ozaukee,Town Of Saukville Wards 2 - 5,State Assembly,60,65,DEM,Rick Aaron,36
Ozaukee,Village Of Grafton Wards 1 & 2 & 16,State Assembly,60,71,DEM,Rick Aaron,42
Ozaukee,Village Of Grafton Wards 3 & 4,State Assembly,60,106,DEM,Rick Aaron,76
Ozaukee,Village Of Grafton Wards 5 & 6,State Assembly,60,153,DEM,Rick Aaron,100
Ozaukee,Village Of Grafton Wards 7 & 8,State Assembly,60,102,DEM,Rick Aaron,65
Ozaukee,Village Of Grafton Wards 9 - 11 & 14 - 15,State Assembly,60,127,DEM,Rick Aaron,78
Ozaukee,Village Of Grafton Wards 12 & 13,State Assembly,60,130,DEM,Rick Aaron,92
Ozaukee,Village Of Newburg Ward 3,State Assembly,60,1,DEM,Rick Aaron,1
Ozaukee,"Village Of Saukville Wards 1, 6 & 7",State Assembly,60,93,DEM,Rick Aaron,63
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,State Assembly,60,103,DEM,Rick Aaron,64
Ozaukee,City Of Cedarburg Wards 1 & 2 & 15,State Assembly,60,97,DEM,Rick Aaron,67
Ozaukee,City Of Cedarburg Wards 3 & 4 & 16,State Assembly,60,104,DEM,Rick Aaron,55
Ozaukee,City Of Cedarburg Wards 5 & 6,State Assembly,60,148,DEM,Rick Aaron,115
Ozaukee,City Of Cedarburg Wards 7 & 8 & 17 & 22,State Assembly,60,62,DEM,Rick Aaron,40
Ozaukee,City Of Cedarburg Wards 9 & 10,State Assembly,60,131,DEM,Rick Aaron,89
Ozaukee,City Of Cedarburg Wards 11 & 12 & 18,State Assembly,60,113,DEM,Rick Aaron,83
Ozaukee,City Of Cedarburg Wards 13 & 14 & 19 & 20 & 21,State Assembly,60,151,DEM,Rick Aaron,87
Ozaukee,City Of Mequon Ward 2,State Assembly,60,35,DEM,Rick Aaron,19
Ozaukee,City Of Port Washington Ward 1,State Assembly,60,101,DEM,Rick Aaron,43
Ozaukee,City Of Port Washington Wards 2 & 3,State Assembly,60,115,DEM,Rick Aaron,49
Ozaukee,City Of Port Washington Wards 4 & 5,State Assembly,60,98,DEM,Rick Aaron,46
Ozaukee,City Of Port Washington Ward 6,State Assembly,60,75,DEM,Rick Aaron,41
Ozaukee,City Of Port Washington Wards 7 & 8,State Assembly,60,179,DEM,Rick Aaron,91
Ozaukee,City Of Port Washington Wards 9 & 10,State Assembly,60,90,DEM,Rick Aaron,40
Ozaukee,City Of Port Washington Ward 11,State Assembly,60,123,DEM,Rick Aaron,55
Washington,"Town Of Trenton Wards 1, 2, 5 - 7",State Assembly,60,108,DEM,Rick Aaron,69
Washington,Village Of Newburg Wards 1 & 2,State Assembly,60,30,DEM,Rick Aaron,19
Washington,"City Of West Bend Ward 28, 34",State Assembly,60,2,DEM,Rick Aaron,1
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10",State Assembly,60,70,DEM,Perry Duman,27
Ozaukee,Town Of Cedarburg Wards 3 & 4,State Assembly,60,87,DEM,Perry Duman,23
Ozaukee,Town Of Cedarburg Wards 5 & 6,State Assembly,60,88,DEM,Perry Duman,23
Ozaukee,Town Of Cedarburg Wards 7 - 9,State Assembly,60,84,DEM,Perry Duman,34
Ozaukee,"Town Of Grafton Wards 1, 2 & 6",State Assembly,60,115,DEM,Perry Duman,40
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,State Assembly,60,141,DEM,Perry Duman,63
Ozaukee,Town Of Port Washington Wards 1 & 2,State Assembly,60,99,DEM,Perry Duman,41
Ozaukee,Town Of Saukville Wards 2 - 5,State Assembly,60,65,DEM,Perry Duman,29
Ozaukee,Village Of Grafton Wards 1 & 2 & 16,State Assembly,60,71,DEM,Perry Duman,29
Ozaukee,Village Of Grafton Wards 3 & 4,State Assembly,60,106,DEM,Perry Duman,30
Ozaukee,Village Of Grafton Wards 5 & 6,State Assembly,60,153,DEM,Perry Duman,53
Ozaukee,Village Of Grafton Wards 7 & 8,State Assembly,60,102,DEM,Perry Duman,36
Ozaukee,Village Of Grafton Wards 9 - 11 & 14 - 15,State Assembly,60,127,DEM,Perry Duman,49
Ozaukee,Village Of Grafton Wards 12 & 13,State Assembly,60,130,DEM,Perry Duman,38
Ozaukee,Village Of Newburg Ward 3,State Assembly,60,1,DEM,Perry Duman,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7",State Assembly,60,93,DEM,Perry Duman,30
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,State Assembly,60,103,DEM,Perry Duman,39
Ozaukee,City Of Cedarburg Wards 1 & 2 & 15,State Assembly,60,97,DEM,Perry Duman,30
Ozaukee,City Of Cedarburg Wards 3 & 4 & 16,State Assembly,60,104,DEM,Perry Duman,49
Ozaukee,City Of Cedarburg Wards 5 & 6,State Assembly,60,148,DEM,Perry Duman,32
Ozaukee,City Of Cedarburg Wards 7 & 8 & 17 & 22,State Assembly,60,62,DEM,Perry Duman,20
Ozaukee,City Of Cedarburg Wards 9 & 10,State Assembly,60,131,DEM,Perry Duman,41
Ozaukee,City Of Cedarburg Wards 11 & 12 & 18,State Assembly,60,113,DEM,Perry Duman,30
Ozaukee,City Of Cedarburg Wards 13 & 14 & 19 & 20 & 21,State Assembly,60,151,DEM,Perry Duman,63
Ozaukee,City Of Mequon Ward 2,State Assembly,60,35,DEM,Perry Duman,16
Ozaukee,City Of Port Washington Ward 1,State Assembly,60,101,DEM,Perry Duman,58
Ozaukee,City Of Port Washington Wards 2 & 3,State Assembly,60,115,DEM,Perry Duman,66
Ozaukee,City Of Port Washington Wards 4 & 5,State Assembly,60,98,DEM,Perry Duman,52
Ozaukee,City Of Port Washington Ward 6,State Assembly,60,75,DEM,Perry Duman,33
Ozaukee,City Of Port Washington Wards 7 & 8,State Assembly,60,179,DEM,Perry Duman,88
Ozaukee,City Of Port Washington Wards 9 & 10,State Assembly,60,90,DEM,Perry Duman,50
Ozaukee,City Of Port Washington Ward 11,State Assembly,60,123,DEM,Perry Duman,68
Washington,"Town Of Trenton Wards 1, 2, 5 - 7",State Assembly,60,108,DEM,Perry Duman,39
Washington,Village Of Newburg Wards 1 & 2,State Assembly,60,30,DEM,Perry Duman,10
Washington,"City Of West Bend Ward 28, 34",State Assembly,60,2,DEM,Perry Duman,1
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10",State Assembly,60,70,DEM,Scattering,0
Ozaukee,Town Of Cedarburg Wards 3 & 4,State Assembly,60,87,DEM,Scattering,0
Ozaukee,Town Of Cedarburg Wards 5 & 6,State Assembly,60,88,DEM,Scattering,0
Ozaukee,Town Of Cedarburg Wards 7 - 9,State Assembly,60,84,DEM,Scattering,0
Ozaukee,"Town Of Grafton Wards 1, 2 & 6",State Assembly,60,115,DEM,Scattering,1
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,State Assembly,60,141,DEM,Scattering,0
Ozaukee,Town Of Port Washington Wards 1 & 2,State Assembly,60,99,DEM,Scattering,0
Ozaukee,Town Of Saukville Wards 2 - 5,State Assembly,60,65,DEM,Scattering,0
Ozaukee,Village Of Grafton Wards 1 & 2 & 16,State Assembly,60,71,DEM,Scattering,0
Ozaukee,Village Of Grafton Wards 3 & 4,State Assembly,60,106,DEM,Scattering,0
Ozaukee,Village Of Grafton Wards 5 & 6,State Assembly,60,153,DEM,Scattering,0
Ozaukee,Village Of Grafton Wards 7 & 8,State Assembly,60,102,DEM,Scattering,1
Ozaukee,Village Of Grafton Wards 9 - 11 & 14 - 15,State Assembly,60,127,DEM,Scattering,0
Ozaukee,Village Of Grafton Wards 12 & 13,State Assembly,60,130,DEM,Scattering,0
Ozaukee,Village Of Newburg Ward 3,State Assembly,60,1,DEM,Scattering,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7",State Assembly,60,93,DEM,Scattering,0
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,State Assembly,60,103,DEM,Scattering,0
Ozaukee,City Of Cedarburg Wards 1 & 2 & 15,State Assembly,60,97,DEM,Scattering,0
Ozaukee,City Of Cedarburg Wards 3 & 4 & 16,State Assembly,60,104,DEM,Scattering,0
Ozaukee,City Of Cedarburg Wards 5 & 6,State Assembly,60,148,DEM,Scattering,1
Ozaukee,City Of Cedarburg Wards 7 & 8 & 17 & 22,State Assembly,60,62,DEM,Scattering,2
Ozaukee,City Of Cedarburg Wards 9 & 10,State Assembly,60,131,DEM,Scattering,1
Ozaukee,City Of Cedarburg Wards 11 & 12 & 18,State Assembly,60,113,DEM,Scattering,0
Ozaukee,City Of Cedarburg Wards 13 & 14 & 19 & 20 & 21,State Assembly,60,151,DEM,Scattering,1
Ozaukee,City Of Mequon Ward 2,State Assembly,60,35,DEM,Scattering,0
Ozaukee,City Of Port Washington Ward 1,State Assembly,60,101,DEM,Scattering,0
Ozaukee,City Of Port Washington Wards 2 & 3,State Assembly,60,115,DEM,Scattering,0
Ozaukee,City Of Port Washington Wards 4 & 5,State Assembly,60,98,DEM,Scattering,0
Ozaukee,City Of Port Washington Ward 6,State Assembly,60,75,DEM,Scattering,1
Ozaukee,City Of Port Washington Wards 7 & 8,State Assembly,60,179,DEM,Scattering,0
Ozaukee,City Of Port Washington Wards 9 & 10,State Assembly,60,90,DEM,Scattering,0
Ozaukee,City Of Port Washington Ward 11,State Assembly,60,123,DEM,Scattering,0
Washington,"Town Of Trenton Wards 1, 2, 5 - 7",State Assembly,60,108,DEM,Scattering,0
Washington,Village Of Newburg Wards 1 & 2,State Assembly,60,30,DEM,Scattering,1
Washington,"City Of West Bend Ward 28, 34",State Assembly,60,2,DEM,Scattering,0
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10",State Assembly,60,413,REP,Tim Schwister,6
Ozaukee,Town Of Cedarburg Wards 3 & 4,State Assembly,60,420,REP,Tim Schwister,7
Ozaukee,Town Of Cedarburg Wards 5 & 6,State Assembly,60,506,REP,Tim Schwister,4
Ozaukee,Town Of Cedarburg Wards 7 - 9,State Assembly,60,445,REP,Tim Schwister,11
Ozaukee,"Town Of Grafton Wards 1, 2 & 6",State Assembly,60,594,REP,Tim Schwister,21
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,State Assembly,60,506,REP,Tim Schwister,22
Ozaukee,Town Of Port Washington Wards 1 & 2,State Assembly,60,353,REP,Tim Schwister,13
Ozaukee,Town Of Saukville Wards 2 - 5,State Assembly,60,297,REP,Tim Schwister,16
Ozaukee,Village Of Grafton Wards 1 & 2 & 16,State Assembly,60,284,REP,Tim Schwister,14
Ozaukee,Village Of Grafton Wards 3 & 4,State Assembly,60,290,REP,Tim Schwister,9
Ozaukee,Village Of Grafton Wards 5 & 6,State Assembly,60,506,REP,Tim Schwister,14
Ozaukee,Village Of Grafton Wards 7 & 8,State Assembly,60,347,REP,Tim Schwister,9
Ozaukee,Village Of Grafton Wards 9 - 11 & 14 - 15,State Assembly,60,392,REP,Tim Schwister,8
Ozaukee,Village Of Grafton Wards 12 & 13,State Assembly,60,420,REP,Tim Schwister,17
Ozaukee,Village Of Newburg Ward 3,State Assembly,60,17,REP,Tim Schwister,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7",State Assembly,60,374,REP,Tim Schwister,34
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,State Assembly,60,330,REP,Tim Schwister,29
Ozaukee,City Of Cedarburg Wards 1 & 2 & 15,State Assembly,60,397,REP,Tim Schwister,5
Ozaukee,City Of Cedarburg Wards 3 & 4 & 16,State Assembly,60,437,REP,Tim Schwister,12
Ozaukee,City Of Cedarburg Wards 5 & 6,State Assembly,60,295,REP,Tim Schwister,10
Ozaukee,City Of Cedarburg Wards 7 & 8 & 17 & 22,State Assembly,60,201,REP,Tim Schwister,9
Ozaukee,City Of Cedarburg Wards 9 & 10,State Assembly,60,319,REP,Tim Schwister,9
Ozaukee,City Of Cedarburg Wards 11 & 12 & 18,State Assembly,60,419,REP,Tim Schwister,9
Ozaukee,City Of Cedarburg Wards 13 & 14 & 19 & 20 & 21,State Assembly,60,439,REP,Tim Schwister,9
Ozaukee,City Of Mequon Ward 2,State Assembly,60,246,REP,Tim Schwister,16
Ozaukee,City Of Port Washington Ward 1,State Assembly,60,284,REP,Tim Schwister,15
Ozaukee,City Of Port Washington Wards 2 & 3,State Assembly,60,217,REP,Tim Schwister,14
Ozaukee,City Of Port Washington Wards 4 & 5,State Assembly,60,207,REP,Tim Schwister,11
Ozaukee,City Of Port Washington Ward 6,State Assembly,60,185,REP,Tim Schwister,19
Ozaukee,City Of Port Washington Wards 7 & 8,State Assembly,60,358,REP,Tim Schwister,13
Ozaukee,City Of Port Washington Wards 9 & 10,State Assembly,60,223,REP,Tim Schwister,19
Ozaukee,City Of Port Washington Ward 11,State Assembly,60,251,REP,Tim Schwister,19
Washington,"Town Of Trenton Wards 1, 2, 5 - 7",State Assembly,60,635,REP,Tim Schwister,54
Washington,Village Of Newburg Wards 1 & 2,State Assembly,60,140,REP,Tim Schwister,14
Washington,"City Of West Bend Ward 28, 34",State Assembly,60,1,REP,Tim Schwister,0
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10",State Assembly,60,413,REP,Paul Melotik,22
Ozaukee,Town Of Cedarburg Wards 3 & 4,State Assembly,60,420,REP,Paul Melotik,28
Ozaukee,Town Of Cedarburg Wards 5 & 6,State Assembly,60,506,REP,Paul Melotik,34
Ozaukee,Town Of Cedarburg Wards 7 - 9,State Assembly,60,445,REP,Paul Melotik,44
Ozaukee,"Town Of Grafton Wards 1, 2 & 6",State Assembly,60,594,REP,Paul Melotik,174
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,State Assembly,60,506,REP,Paul Melotik,162
Ozaukee,Town Of Port Washington Wards 1 & 2,State Assembly,60,353,REP,Paul Melotik,57
Ozaukee,Town Of Saukville Wards 2 - 5,State Assembly,60,297,REP,Paul Melotik,48
Ozaukee,Village Of Grafton Wards 1 & 2 & 16,State Assembly,60,284,REP,Paul Melotik,92
Ozaukee,Village Of Grafton Wards 3 & 4,State Assembly,60,290,REP,Paul Melotik,87
Ozaukee,Village Of Grafton Wards 5 & 6,State Assembly,60,506,REP,Paul Melotik,161
Ozaukee,Village Of Grafton Wards 7 & 8,State Assembly,60,347,REP,Paul Melotik,69
Ozaukee,Village Of Grafton Wards 9 - 11 & 14 - 15,State Assembly,60,392,REP,Paul Melotik,94
Ozaukee,Village Of Grafton Wards 12 & 13,State Assembly,60,420,REP,Paul Melotik,134
Ozaukee,Village Of Newburg Ward 3,State Assembly,60,17,REP,Paul Melotik,2
Ozaukee,"Village Of Saukville Wards 1, 6 & 7",State Assembly,60,374,REP,Paul Melotik,82
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,State Assembly,60,330,REP,Paul Melotik,59
Ozaukee,City Of Cedarburg Wards 1 & 2 & 15,State Assembly,60,397,REP,Paul Melotik,34
Ozaukee,City Of Cedarburg Wards 3 & 4 & 16,State Assembly,60,437,REP,Paul Melotik,41
Ozaukee,City Of Cedarburg Wards 5 & 6,State Assembly,60,295,REP,Paul Melotik,33
Ozaukee,City Of Cedarburg Wards 7 & 8 & 17 & 22,State Assembly,60,201,REP,Paul Melotik,20
Ozaukee,City Of Cedarburg Wards 9 & 10,State Assembly,60,319,REP,Paul Melotik,41
Ozaukee,City Of Cedarburg Wards 11 & 12 & 18,State Assembly,60,419,REP,Paul Melotik,63
Ozaukee,City Of Cedarburg Wards 13 & 14 & 19 & 20 & 21,State Assembly,60,439,REP,Paul Melotik,63
Ozaukee,City Of Mequon Ward 2,State Assembly,60,246,REP,Paul Melotik,42
Ozaukee,City Of Port Washington Ward 1,State Assembly,60,284,REP,Paul Melotik,53
Ozaukee,City Of Port Washington Wards 2 & 3,State Assembly,60,217,REP,Paul Melotik,43
Ozaukee,City Of Port Washington Wards 4 & 5,State Assembly,60,207,REP,Paul Melotik,49
Ozaukee,City Of Port Washington Ward 6,State Assembly,60,185,REP,Paul Melotik,43
Ozaukee,City Of Port Washington Wards 7 & 8,State Assembly,60,358,REP,Paul Melotik,72
Ozaukee,City Of Port Washington Wards 9 & 10,State Assembly,60,223,REP,Paul Melotik,52
Ozaukee,City Of Port Washington Ward 11,State Assembly,60,251,REP,Paul Melotik,55
Washington,"Town Of Trenton Wards 1, 2, 5 - 7",State Assembly,60,635,REP,Paul Melotik,67
Washington,Village Of Newburg Wards 1 & 2,State Assembly,60,140,REP,Paul Melotik,12
Washington,"City Of West Bend Ward 28, 34",State Assembly,60,1,REP,Paul Melotik,0
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10",State Assembly,60,413,REP,Rik Kluessendorf,1
Ozaukee,Town Of Cedarburg Wards 3 & 4,State Assembly,60,420,REP,Rik Kluessendorf,1
Ozaukee,Town Of Cedarburg Wards 5 & 6,State Assembly,60,506,REP,Rik Kluessendorf,8
Ozaukee,Town Of Cedarburg Wards 7 - 9,State Assembly,60,445,REP,Rik Kluessendorf,4
Ozaukee,"Town Of Grafton Wards 1, 2 & 6",State Assembly,60,594,REP,Rik Kluessendorf,3
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,State Assembly,60,506,REP,Rik Kluessendorf,6
Ozaukee,Town Of Port Washington Wards 1 & 2,State Assembly,60,353,REP,Rik Kluessendorf,30
Ozaukee,Town Of Saukville Wards 2 - 5,State Assembly,60,297,REP,Rik Kluessendorf,8
Ozaukee,Village Of Grafton Wards 1 & 2 & 16,State Assembly,60,284,REP,Rik Kluessendorf,3
Ozaukee,Village Of Grafton Wards 3 & 4,State Assembly,60,290,REP,Rik Kluessendorf,4
Ozaukee,Village Of Grafton Wards 5 & 6,State Assembly,60,506,REP,Rik Kluessendorf,12
Ozaukee,Village Of Grafton Wards 7 & 8,State Assembly,60,347,REP,Rik Kluessendorf,6
Ozaukee,Village Of Grafton Wards 9 - 11 & 14 - 15,State Assembly,60,392,REP,Rik Kluessendorf,8
Ozaukee,Village Of Grafton Wards 12 & 13,State Assembly,60,420,REP,Rik Kluessendorf,3
Ozaukee,Village Of Newburg Ward 3,State Assembly,60,17,REP,Rik Kluessendorf,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7",State Assembly,60,374,REP,Rik Kluessendorf,27
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,State Assembly,60,330,REP,Rik Kluessendorf,14
Ozaukee,City Of Cedarburg Wards 1 & 2 & 15,State Assembly,60,397,REP,Rik Kluessendorf,1
Ozaukee,City Of Cedarburg Wards 3 & 4 & 16,State Assembly,60,437,REP,Rik Kluessendorf,4
Ozaukee,City Of Cedarburg Wards 5 & 6,State Assembly,60,295,REP,Rik Kluessendorf,2
Ozaukee,City Of Cedarburg Wards 7 & 8 & 17 & 22,State Assembly,60,201,REP,Rik Kluessendorf,4
Ozaukee,City Of Cedarburg Wards 9 & 10,State Assembly,60,319,REP,Rik Kluessendorf,8
Ozaukee,City Of Cedarburg Wards 11 & 12 & 18,State Assembly,60,419,REP,Rik Kluessendorf,8
Ozaukee,City Of Cedarburg Wards 13 & 14 & 19 & 20 & 21,State Assembly,60,439,REP,Rik Kluessendorf,2
Ozaukee,City Of Mequon Ward 2,State Assembly,60,246,REP,Rik Kluessendorf,3
Ozaukee,City Of Port Washington Ward 1,State Assembly,60,284,REP,Rik Kluessendorf,20
Ozaukee,City Of Port Washington Wards 2 & 3,State Assembly,60,217,REP,Rik Kluessendorf,24
Ozaukee,City Of Port Washington Wards 4 & 5,State Assembly,60,207,REP,Rik Kluessendorf,18
Ozaukee,City Of Port Washington Ward 6,State Assembly,60,185,REP,Rik Kluessendorf,12
Ozaukee,City Of Port Washington Wards 7 & 8,State Assembly,60,358,REP,Rik Kluessendorf,31
Ozaukee,City Of Port Washington Wards 9 & 10,State Assembly,60,223,REP,Rik Kluessendorf,24
Ozaukee,City Of Port Washington Ward 11,State Assembly,60,251,REP,Rik Kluessendorf,27
Washington,"Town Of Trenton Wards 1, 2, 5 - 7",State Assembly,60,635,REP,Rik Kluessendorf,21
