county,ward,office,district,total.votes,party,candidate,votes
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,305,DEM,Cheryl A. Hancock,127
La Crosse,Town Of Washington Ward 1,State Assembly,94,111,DEM,Cheryl A. Hancock,72
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,208,DEM,Cheryl A. Hancock,105
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,1205,DEM,Cheryl A. Hancock,712
La Crosse,Village Of Rockland Ward 1,State Assembly,94,61,DEM,Cheryl A. Hancock,29
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,592,DEM,Cheryl A. Hancock,330
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,0,DEM,Cheryl A. Hancock,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,12,DEM,Cheryl A. Hancock,5
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,DEM,Cheryl A. Hancock,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,DEM,Cheryl A. Hancock,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,955,DEM,Cheryl A. Hancock,374
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,615,DEM,Cheryl A. Hancock,237
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,770,DEM,Cheryl A. Hancock,271
Monroe,Town Of Leon Ward 1,State Assembly,94,104,DEM,Cheryl A. Hancock,69
Monroe,Town Of Portland Ward 1,State Assembly,94,97,DEM,Cheryl A. Hancock,83
Monroe,Village Of Melvina Ward 1,State Assembly,94,20,DEM,Cheryl A. Hancock,16
La Crosse,Town Of Bangor Ward 1,State Assembly,94,76,DEM,Scattering,0
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,144,DEM,Scattering,0
La Crosse,Town Of Burns Ward 1,State Assembly,94,190,DEM,Scattering,0
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,759,DEM,Scattering,0
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,324,DEM,Scattering,0
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,265,DEM,Scattering,0
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,349,DEM,Scattering,1
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,553,DEM,Scattering,0
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,277,DEM,Scattering,0
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,990,DEM,Scattering,1
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,305,DEM,Scattering,0
La Crosse,Town Of Washington Ward 1,State Assembly,94,111,DEM,Scattering,0
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,208,DEM,Scattering,0
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,1205,DEM,Scattering,0
La Crosse,Village Of Rockland Ward 1,State Assembly,94,61,DEM,Scattering,0
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,592,DEM,Scattering,0
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,0,DEM,Scattering,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,12,DEM,Scattering,0
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,DEM,Scattering,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,DEM,Scattering,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,955,DEM,Scattering,0
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,615,DEM,Scattering,0
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,770,DEM,Scattering,1
Monroe,Town Of Leon Ward 1,State Assembly,94,104,DEM,Scattering,0
Monroe,Town Of Portland Ward 1,State Assembly,94,97,DEM,Scattering,0
Monroe,Village Of Melvina Ward 1,State Assembly,94,20,DEM,Scattering,0
La Crosse,Town Of Bangor Ward 1,State Assembly,94,81,REP,Lynnetta Kopp,19
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,209,REP,Lynnetta Kopp,41
La Crosse,Town Of Burns Ward 1,State Assembly,94,258,REP,Lynnetta Kopp,49
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,474,REP,Lynnetta Kopp,127
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,243,REP,Lynnetta Kopp,37
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,275,REP,Lynnetta Kopp,73
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,423,REP,Lynnetta Kopp,71
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,413,REP,Lynnetta Kopp,132
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,219,REP,Lynnetta Kopp,74
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,841,REP,Lynnetta Kopp,252
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,290,REP,Lynnetta Kopp,151
La Crosse,Town Of Washington Ward 1,State Assembly,94,62,REP,Lynnetta Kopp,14
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,166,REP,Lynnetta Kopp,22
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,760,REP,Lynnetta Kopp,261
La Crosse,Village Of Rockland Ward 1,State Assembly,94,66,REP,Lynnetta Kopp,7
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,662,REP,Lynnetta Kopp,74
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,9,REP,Lynnetta Kopp,1
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,10,REP,Lynnetta Kopp,3
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,REP,Lynnetta Kopp,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,REP,Lynnetta Kopp,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,877,REP,Lynnetta Kopp,297
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,439,REP,Lynnetta Kopp,115
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,676,REP,Lynnetta Kopp,255
Monroe,Town Of Leon Ward 1,State Assembly,94,160,REP,Lynnetta Kopp,40
Monroe,Town Of Portland Ward 1,State Assembly,94,82,REP,Lynnetta Kopp,14
Monroe,Village Of Melvina Ward 1,State Assembly,94,2,REP,Lynnetta Kopp,2
La Crosse,Town Of Bangor Ward 1,State Assembly,94,81,REP,Jake Speed,5
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,209,REP,Jake Speed,2
La Crosse,Town Of Burns Ward 1,State Assembly,94,258,REP,Jake Speed,6
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,474,REP,Jake Speed,23
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,243,REP,Jake Speed,3
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,275,REP,Jake Speed,9
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,423,REP,Jake Speed,1
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,413,REP,Jake Speed,11
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,219,REP,Jake Speed,6
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,841,REP,Jake Speed,53
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,290,REP,Jake Speed,3
La Crosse,Town Of Washington Ward 1,State Assembly,94,62,REP,Jake Speed,1
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,166,REP,Jake Speed,3
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,760,REP,Jake Speed,23
La Crosse,Village Of Rockland Ward 1,State Assembly,94,66,REP,Jake Speed,1
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,662,REP,Jake Speed,9
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,9,REP,Jake Speed,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,10,REP,Jake Speed,0
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,REP,Jake Speed,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,REP,Jake Speed,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,877,REP,Jake Speed,29
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,439,REP,Jake Speed,13
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,676,REP,Jake Speed,12
Monroe,Town Of Leon Ward 1,State Assembly,94,160,REP,Jake Speed,13
Monroe,Town Of Portland Ward 1,State Assembly,94,82,REP,Jake Speed,10
Monroe,Village Of Melvina Ward 1,State Assembly,94,2,REP,Jake Speed,0
La Crosse,Town Of Bangor Ward 1,State Assembly,94,81,REP,John Lautz,33
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,209,REP,John Lautz,104
La Crosse,Town Of Burns Ward 1,State Assembly,94,258,REP,John Lautz,95
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,474,REP,John Lautz,263
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,243,REP,John Lautz,86
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,275,REP,John Lautz,128
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,423,REP,John Lautz,196
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,413,REP,John Lautz,215
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,219,REP,John Lautz,110
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,841,REP,John Lautz,438
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,290,REP,John Lautz,114
La Crosse,Town Of Washington Ward 1,State Assembly,94,62,REP,John Lautz,33
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,166,REP,John Lautz,80
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,760,REP,John Lautz,351
La Crosse,Village Of Rockland Ward 1,State Assembly,94,66,REP,John Lautz,27
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,662,REP,John Lautz,258
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,9,REP,John Lautz,8
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,10,REP,John Lautz,7
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,REP,John Lautz,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,REP,John Lautz,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,877,REP,John Lautz,449
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,439,REP,John Lautz,258
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,676,REP,John Lautz,342
Monroe,Town Of Leon Ward 1,State Assembly,94,160,REP,John Lautz,68
Monroe,Town Of Portland Ward 1,State Assembly,94,82,REP,John Lautz,31
Monroe,Village Of Melvina Ward 1,State Assembly,94,2,REP,John Lautz,0
La Crosse,Town Of Bangor Ward 1,State Assembly,94,81,REP,Jon Hetland,21
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,209,REP,Jon Hetland,59
La Crosse,Town Of Burns Ward 1,State Assembly,94,258,REP,Jon Hetland,54
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,474,REP,Jon Hetland,34
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,243,REP,Jon Hetland,56
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,275,REP,Jon Hetland,48
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,423,REP,Jon Hetland,145
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,413,REP,Jon Hetland,25
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,219,REP,Jon Hetland,19
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,841,REP,Jon Hetland,59
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,290,REP,Jon Hetland,16
La Crosse,Town Of Washington Ward 1,State Assembly,94,62,REP,Jon Hetland,5
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,166,REP,Jon Hetland,55
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,760,REP,Jon Hetland,76
La Crosse,Village Of Rockland Ward 1,State Assembly,94,66,REP,Jon Hetland,24
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,662,REP,Jon Hetland,312
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,9,REP,Jon Hetland,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,10,REP,Jon Hetland,0
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,REP,Jon Hetland,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,REP,Jon Hetland,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,877,REP,Jon Hetland,89
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,439,REP,Jon Hetland,39
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,676,REP,Jon Hetland,50
Monroe,Town Of Leon Ward 1,State Assembly,94,160,REP,Jon Hetland,25
Monroe,Town Of Portland Ward 1,State Assembly,94,82,REP,Jon Hetland,12
Monroe,Village Of Melvina Ward 1,State Assembly,94,2,REP,Jon Hetland,0
La Crosse,Town Of Bangor Ward 1,State Assembly,94,81,REP,Steven Freng,3
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,209,REP,Steven Freng,3
La Crosse,Town Of Burns Ward 1,State Assembly,94,258,REP,Steven Freng,54
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,474,REP,Steven Freng,27
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,243,REP,Steven Freng,61
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,275,REP,Steven Freng,17
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,423,REP,Steven Freng,10
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,413,REP,Steven Freng,30
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,219,REP,Steven Freng,10
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,841,REP,Steven Freng,39
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,290,REP,Steven Freng,6
La Crosse,Town Of Washington Ward 1,State Assembly,94,62,REP,Steven Freng,9
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,166,REP,Steven Freng,5
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,760,REP,Steven Freng,49
La Crosse,Village Of Rockland Ward 1,State Assembly,94,66,REP,Steven Freng,7
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,662,REP,Steven Freng,9
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,9,REP,Steven Freng,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,10,REP,Steven Freng,0
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,REP,Steven Freng,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,REP,Steven Freng,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,877,REP,Steven Freng,13
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,439,REP,Steven Freng,14
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,676,REP,Steven Freng,17
Monroe,Town Of Leon Ward 1,State Assembly,94,160,REP,Steven Freng,14
Monroe,Town Of Portland Ward 1,State Assembly,94,82,REP,Steven Freng,15
Monroe,Village Of Melvina Ward 1,State Assembly,94,2,REP,Steven Freng,0
La Crosse,Town Of Bangor Ward 1,State Assembly,94,81,REP,Scattering,0
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,209,REP,Scattering,0
La Crosse,Town Of Burns Ward 1,State Assembly,94,258,REP,Scattering,0
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,474,REP,Scattering,0
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,243,REP,Scattering,0
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,275,REP,Scattering,0
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,423,REP,Scattering,0
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,413,REP,Scattering,0
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,219,REP,Scattering,0
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,841,REP,Scattering,0
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,290,REP,Scattering,0
La Crosse,Town Of Washington Ward 1,State Assembly,94,62,REP,Scattering,0
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,166,REP,Scattering,1
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,760,REP,Scattering,0
La Crosse,Village Of Rockland Ward 1,State Assembly,94,66,REP,Scattering,0
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,662,REP,Scattering,0
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,9,REP,Scattering,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,10,REP,Scattering,0
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,REP,Scattering,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,REP,Scattering,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,877,REP,Scattering,0
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,439,REP,Scattering,0
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,676,REP,Scattering,0
Monroe,Town Of Leon Ward 1,State Assembly,94,160,REP,Scattering,0
Monroe,Town Of Portland Ward 1,State Assembly,94,82,REP,Scattering,0
Monroe,Village Of Melvina Ward 1,State Assembly,94,2,REP,Scattering,0
La Crosse,Town Of Bangor Ward 1,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Barre Wards 1 & 2,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Burns Ward 1,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Campbell Wards 1 - 6,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Farmington Wards 1 - 3,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Greenfield Wards 1 - 3,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Hamilton Wards 1 - 3,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Holland Wards 1 - 4,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Medary Wards 1 & 2,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Onalaska Wards 1 - 7,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Shelby Wards 2 & 3,State Assembly,94,0,CON,Scattering,0
La Crosse,Town Of Washington Ward 1,State Assembly,94,0,CON,Scattering,0
La Crosse,Village Of Bangor Wards 1 & 2,State Assembly,94,0,CON,Scattering,0
La Crosse,Village Of Holmen Wards 1 - 17,State Assembly,94,0,CON,Scattering,0
La Crosse,Village Of Rockland Ward 1,State Assembly,94,0,CON,Scattering,0
La Crosse,Village Of West Salem Wards 1 - 7,State Assembly,94,0,CON,Scattering,0
La Crosse,City Of La Crosse Ward Wd18,State Assembly,94,0,CON,Scattering,0
La Crosse,City Of La Crosse Ward Wd19,State Assembly,94,0,CON,Scattering,0
La Crosse,City Of La Crosse Ward Wd20,State Assembly,94,0,CON,Scattering,0
La Crosse,City Of La Crosse Ward Wd21,State Assembly,94,0,CON,Scattering,0
La Crosse,City Of Onalaska Wards 1 - 4,State Assembly,94,0,CON,Scattering,0
La Crosse,City Of Onalaska Wards 5 - 8 & 13,State Assembly,94,1,CON,Scattering,1
La Crosse,City Of Onalaska Wards 9 - 12,State Assembly,94,0,CON,Scattering,0
Monroe,Town Of Leon Ward 1,State Assembly,94,0,CON,Scattering,0
Monroe,Town Of Portland Ward 1,State Assembly,94,0,CON,Scattering,0
Monroe,Village Of Melvina Ward 1,State Assembly,94,0,CON,Scattering,0
